"","Channel 7 Ave. (C)"
"03:02:00","-10.049"
"03:02:10","-10.023"
"03:02:20","-9.991"
"03:02:30","-9.951"
"03:02:40","-9.905"
"03:02:50","-9.877"
"03:03:00","-9.840"
"03:03:10","-9.808"
"03:03:20","-9.760"
"03:03:30","-9.714"
"03:03:40","-9.677"
"03:03:50","-9.639"
"03:04:00","-9.595"
"03:04:10","-9.550"
"03:04:20","-9.507"
"03:04:30","-9.485"
"03:04:40","-9.456"
"03:04:50","-9.413"
"03:05:00","-9.377"
"03:05:10","-9.341"
"03:05:20","-9.307"
"03:05:30","-9.268"
"03:05:40","-9.240"
"03:05:50","-9.187"
"03:06:00","-9.141"
"03:06:10","-9.112"
"03:06:20","-9.075"
"03:06:30","-9.030"
"03:06:40","-9.005"
"03:06:50","-8.945"
"03:07:00","-8.927"
"03:07:10","-8.906"
"03:07:20","-8.919"
"03:07:30","-8.996"
"03:07:40","-9.157"
"03:07:50","-9.362"
"03:08:00","-9.504"
"03:08:10","-9.441"
"03:08:20","-9.282"
"03:08:30","-9.127"
"03:08:40","-8.858"
"03:08:50","-8.430"
"03:09:00","-8.014"
"03:09:10","-7.497"
"03:09:20","-6.919"
"03:09:30","-6.414"
"03:09:40","-5.894"
"03:09:50","-5.367"
"03:10:00","-4.941"
"03:10:10","-4.565"
"03:10:20","-4.084"
"03:10:30","-3.533"
"03:10:40","-3.088"
"03:10:50","-2.611"
"03:11:00","-2.234"
"03:11:10","-1.775"
"03:11:20","-1.276"
"03:11:30","-0.830"
"03:11:40","-0.482"
"03:11:50","-0.087"
"03:12:00","0.304"
"03:12:10","0.672"
"03:12:20","0.870"
"03:12:30","1.042"
"03:12:40","1.214"
"03:12:50","1.364"
"03:13:00","1.539"
"03:13:10","1.598"
"03:13:20","1.687"
"03:13:30","1.776"
"03:13:40","1.855"
"03:13:50","1.947"
"03:14:00","2.008"
"03:14:10","2.078"
"03:14:20","2.144"
"03:14:30","2.217"
"03:14:40","2.302"
"03:14:50","2.373"
"03:15:00","2.462"
"03:15:10","2.539"
"03:15:20","2.605"
"03:15:30","2.669"
"03:15:40","2.743"
"03:15:50","2.814"
"03:16:00","2.883"
"03:16:10","2.952"
"03:16:20","3.015"
"03:16:30","3.093"
"03:16:40","3.148"
"03:16:50","3.188"
"03:17:00","3.288"
"03:17:10","3.390"
"03:17:20","3.453"
"03:17:30","3.490"
"03:17:40","3.510"
"03:17:50","3.407"
"03:18:00","3.245"
"03:18:10","3.115"
"03:18:20","2.943"
"03:18:30","2.861"
"03:18:40","2.741"
"03:18:50","2.308"
"03:19:00","1.945"
"03:19:10","1.645"
"03:19:20","1.491"
"03:19:30","1.445"
"03:19:40","1.351"
"03:19:50","1.378"
"03:20:00","1.643"
"03:20:10","1.850"
"03:20:20","1.740"
"03:20:30","1.720"
"03:20:40","1.820"
"03:20:50","1.919"
"03:21:00","1.921"
"03:21:10","1.687"
"03:21:20","1.788"
"03:21:30","1.866"
"03:21:40","1.856"
"03:21:50","1.964"
"03:22:00","2.047"
"03:22:10","2.068"
"03:22:20","2.165"
"03:22:30","2.209"
"03:22:40","2.232"
"03:22:50","2.193"
"03:23:00","2.200"
"03:23:10","2.315"
"03:23:20","2.411"
"03:23:30","2.498"
"03:23:40","2.530"
"03:23:50","2.567"
"03:24:00","2.590"
"03:24:10","2.619"
"03:24:20","2.679"
"03:24:30","2.733"
"03:24:40","2.774"
"03:24:50","2.850"
"03:25:00","2.888"
"03:25:10","2.955"
"03:25:20","3.005"
"03:25:30","3.053"
"03:25:40","3.119"
"03:25:50","3.195"
"03:26:00","3.247"
"03:26:10","3.292"
"03:26:20","3.357"
"03:26:30","3.426"
"03:26:40","3.491"
"03:26:50","3.556"
"03:27:00","3.613"
"03:27:10","3.639"
"03:27:20","3.680"
"03:27:30","3.790"
"03:27:40","3.845"
"03:27:50","3.921"
"03:28:00","3.907"
"03:28:10","3.792"
"03:28:20","3.655"
"03:28:30","3.538"
"03:28:40","3.370"
"03:28:50","3.272"
"03:29:00","3.107"
"03:29:10","2.707"
"03:29:20","2.268"
"03:29:30","2.154"
"03:29:40","2.074"
"03:29:50","1.956"
"03:30:00","1.928"
"03:30:10","1.915"
"03:30:20","2.035"
"03:30:30","2.122"
"03:30:40","1.991"
"03:30:50","2.030"
"03:31:00","2.160"
"03:31:10","2.144"
"03:31:20","2.159"
"03:31:30","2.259"
"03:31:40","2.246"
"03:31:50","2.356"
"03:32:00","2.479"
"03:32:10","2.503"
"03:32:20","2.614"
"03:32:30","2.606"
"03:32:40","2.608"
"03:32:50","2.695"
"03:33:00","2.725"
"03:33:10","2.851"
"03:33:20","2.818"
"03:33:30","2.851"
"03:33:40","2.946"
"03:33:50","2.988"
"03:34:00","3.065"
"03:34:10","3.151"
"03:34:20","3.214"
"03:34:30","3.265"
"03:34:40","3.318"
"03:34:50","3.379"
"03:35:00","3.445"
"03:35:10","3.499"
"03:35:20","3.571"
"03:35:30","3.626"
"03:35:40","3.704"
"03:35:50","3.780"
"03:36:00","3.837"
"03:36:10","3.900"
"03:36:20","3.987"
"03:36:30","4.059"
"03:36:40","4.120"
"03:36:50","4.171"
"03:37:00","4.254"
"03:37:10","4.334"
"03:37:20","4.413"
"03:37:30","4.479"
"03:37:40","4.540"
"03:37:50","4.625"
"03:38:00","4.690"
"03:38:10","4.770"
"03:38:20","4.803"
"03:38:30","4.791"
"03:38:40","4.663"
"03:38:50","4.505"
"03:39:00","4.377"
"03:39:10","4.300"
"03:39:20","4.242"
"03:39:30","3.907"
"03:39:40","3.518"
"03:39:50","3.210"
"03:40:00","3.010"
"03:40:10","3.006"
"03:40:20","3.208"
"03:40:30","3.328"
"03:40:40","3.393"
"03:40:50","3.374"
"03:41:00","3.316"
"03:41:10","3.370"
"03:41:20","3.396"
"03:41:30","3.394"
"03:41:40","3.528"
"03:41:50","3.390"
"03:42:00","3.424"
"03:42:10","3.485"
"03:42:20","3.630"
"03:42:30","3.690"
"03:42:40","3.732"
"03:42:50","3.769"
"03:43:00","3.820"
"03:43:10","3.916"
"03:43:20","3.998"
"03:43:30","4.024"
"03:43:40","4.028"
"03:43:50","4.044"
"03:44:00","4.114"
"03:44:10","4.183"
"03:44:20","4.297"
"03:44:30","4.318"
"03:44:40","4.358"
"03:44:50","4.431"
"03:45:00","4.476"
"03:45:10","4.549"
"03:45:20","4.614"
"03:45:30","4.664"
"03:45:40","4.718"
"03:45:50","4.790"
"03:46:00","4.866"
"03:46:10","4.925"
"03:46:20","4.981"
"03:46:30","5.062"
"03:46:40","5.118"
"03:46:50","5.172"
"03:47:00","5.242"
"03:47:10","5.330"
"03:47:20","5.414"
"03:47:30","5.465"
"03:47:40","5.536"
"03:47:50","5.618"
"03:48:00","5.702"
"03:48:10","5.757"
"03:48:20","5.851"
"03:48:30","5.899"
"03:48:40","5.926"
"03:48:50","5.837"
"03:49:00","5.667"
"03:49:10","5.524"
"03:49:20","5.411"
"03:49:30","5.330"
"03:49:40","5.089"
"03:49:50","4.714"
"03:50:00","4.473"
"03:50:10","4.194"
"03:50:20","4.063"
"03:50:30","3.961"
"03:50:40","3.976"
"03:50:50","4.248"
"03:51:00","4.424"
"03:51:10","4.271"
"03:51:20","4.302"
"03:51:30","4.370"
"03:51:40","4.366"
"03:51:50","4.552"
"03:52:00","4.449"
"03:52:10","4.698"
"03:52:20","4.839"
"03:52:30","4.781"
"03:52:40","4.888"
"03:52:50","4.870"
"03:53:00","4.964"
"03:53:10","5.098"
"03:53:20","5.152"
"03:53:30","5.258"
"03:53:40","5.333"
"03:53:50","5.364"
"03:54:00","5.429"
"03:54:10","5.552"
"03:54:20","5.656"
"03:54:30","5.771"
"03:54:40","5.888"
"03:54:50","5.991"
"03:55:00","6.072"
"03:55:10","6.170"
"03:55:20","6.308"
"03:55:30","6.434"
"03:55:40","6.520"
"03:55:50","6.635"
"03:56:00","6.764"
"03:56:10","6.898"
"03:56:20","7.031"
"03:56:30","7.159"
"03:56:40","7.223"
"03:56:50","7.134"
"03:57:00","7.039"
"03:57:10","6.915"
"03:57:20","6.797"
"03:57:30","6.670"
"03:57:40","6.537"
"03:57:50","6.388"
"03:58:00","6.257"
"03:58:10","6.142"
"03:58:20","6.010"
"03:58:30","5.890"
"03:58:40","5.778"
"03:58:50","5.564"
"03:59:00","5.248"
"03:59:10","4.884"
"03:59:20","4.536"
"03:59:30","4.247"
"03:59:40","3.984"
"03:59:50","3.593"
"04:00:00","3.213"
"04:00:10","2.544"
"04:00:20","2.079"
"04:00:30","1.884"
"04:00:40","1.804"
"04:00:50","1.616"
"04:01:00","1.639"
"04:01:10","1.576"
"04:01:20","1.298"
"04:01:30","1.124"
"04:01:40","0.886"
"04:01:50","0.790"
"04:02:00","0.857"
"04:02:10","0.768"
"04:02:20","0.618"
"04:02:30","0.513"
"04:02:40","0.512"
"04:02:50","0.513"
"04:03:00","0.684"
"04:03:10","0.692"
"04:03:20","0.609"
"04:03:30","0.613"
"04:03:40","0.757"
"04:03:50","0.916"
"04:04:00","1.016"
"04:04:10","1.131"
"04:04:20","1.214"
"04:04:30","1.294"
"04:04:40","1.412"
"04:04:50","1.493"
"04:05:00","1.610"
"04:05:10","1.758"
"04:05:20","1.878"
"04:05:30","1.956"
"04:05:40","2.068"
"04:05:50","2.190"
"04:06:00","2.307"
"04:06:10","2.428"
"04:06:20","2.557"
"04:06:30","2.667"
"04:06:40","2.778"
"04:06:50","2.895"
"04:07:00","3.002"
"04:07:10","3.113"
"04:07:20","3.209"
"04:07:30","3.341"
"04:07:40","3.459"
"04:07:50","3.575"
"04:08:00","3.686"
"04:08:10","3.799"
"04:08:20","3.945"
"04:08:30","4.054"
"04:08:40","4.138"
"04:08:50","4.236"
"04:09:00","4.354"
"04:09:10","4.459"
"04:09:20","4.537"
"04:09:30","4.524"
"04:09:40","4.445"
"04:09:50","4.306"
"04:10:00","4.187"
"04:10:10","4.121"
"04:10:20","4.068"
"04:10:30","3.864"
"04:10:40","3.430"
"04:10:50","3.057"
"04:11:00","3.078"
"04:11:10","3.140"
"04:11:20","3.188"
"04:11:30","3.117"
"04:11:40","3.323"
"04:11:50","3.454"
"04:12:00","3.364"
"04:12:10","3.348"
"04:12:20","3.326"
"04:12:30","3.514"
"04:12:40","3.598"
"04:12:50","3.708"
"04:13:00","3.773"
"04:13:10","3.772"
"04:13:20","3.787"
"04:13:30","3.785"
"04:13:40","3.849"
"04:13:50","3.979"
"04:14:00","3.986"
"04:14:10","4.042"
"04:14:20","4.140"
"04:14:30","4.220"
"04:14:40","4.307"
"04:14:50","4.323"
"04:15:00","4.333"
"04:15:10","4.403"
"04:15:20","4.482"
"04:15:30","4.541"
"04:15:40","4.600"
"04:15:50","4.672"
"04:16:00","4.736"
"04:16:10","4.756"
"04:16:20","4.830"
"04:16:30","4.894"
"04:16:40","4.945"
"04:16:50","5.021"
"04:17:00","5.077"
"04:17:10","5.136"
"04:17:20","5.225"
"04:17:30","5.332"
"04:17:40","5.362"
"04:17:50","5.429"
"04:18:00","5.490"
"04:18:10","5.538"
"04:18:20","5.594"
"04:18:30","5.670"
"04:18:40","5.740"
"04:18:50","5.793"
"04:19:00","5.864"
"04:19:10","5.920"
"04:19:20","5.988"
"04:19:30","6.048"
"04:19:40","6.102"
"04:19:50","6.176"
"04:20:00","6.146"
"04:20:10","5.987"
"04:20:20","5.795"
"04:20:30","5.691"
"04:20:40","5.568"
"04:20:50","5.296"
"04:21:00","4.898"
"04:21:10","4.563"
"04:21:20","4.357"
"04:21:30","4.232"
"04:21:40","4.092"
"04:21:50","4.339"
"04:22:00","4.484"
"04:22:10","4.541"
"04:22:20","4.501"
"04:22:30","4.432"
"04:22:40","4.379"
"04:22:50","4.421"
"04:23:00","4.600"
"04:23:10","4.619"
"04:23:20","4.570"
"04:23:30","4.550"
"04:23:40","4.595"
"04:23:50","4.650"
"04:24:00","4.688"
"04:24:10","4.691"
"04:24:20","4.746"
"04:24:30","4.770"
"04:24:40","4.799"
"04:24:50","4.791"
"04:25:00","4.852"
"04:25:10","4.933"
"04:25:20","4.978"
"04:25:30","5.014"
"04:25:40","5.104"
"04:25:50","5.113"
"04:26:00","5.166"
"04:26:10","5.174"
"04:26:20","5.187"
"04:26:30","5.245"
"04:26:40","5.272"
"04:26:50","5.318"
"04:27:00","5.367"
"04:27:10","5.423"
"04:27:20","5.486"
"04:27:30","5.561"
"04:27:40","5.615"
"04:27:50","5.636"
"04:28:00","5.682"
"04:28:10","5.736"
"04:28:20","5.803"
"04:28:30","5.845"
"04:28:40","5.889"
"04:28:50","5.934"
"04:29:00","5.984"
"04:29:10","6.062"
"04:29:20","6.115"
"04:29:30","6.155"
"04:29:40","6.202"
"04:29:50","6.243"
"04:30:00","6.259"
"04:30:10","6.278"
"04:30:20","6.292"
"04:30:30","6.241"
"04:30:40","6.090"
"04:30:50","5.871"
"04:31:00","5.725"
"04:31:10","5.547"
"04:31:20","5.361"
"04:31:30","4.804"
"04:31:40","4.308"
"04:31:50","4.007"
"04:32:00","3.481"
"04:32:10","3.298"
"04:32:20","3.320"
"04:32:30","3.045"
"04:32:40","3.093"
"04:32:50","2.956"
"04:33:00","2.653"
"04:33:10","2.457"
"04:33:20","2.371"
"04:33:30","2.434"
"04:33:40","2.343"
"04:33:50","2.327"
"04:34:00","2.418"
"04:34:10","2.461"
"04:34:20","2.406"
"04:34:30","2.380"
"04:34:40","2.295"
"04:34:50","2.419"
"04:35:00","2.487"
"04:35:10","2.502"
"04:35:20","2.365"
"04:35:30","2.366"
"04:35:40","2.444"
"04:35:50","2.487"
"04:36:00","2.518"
"04:36:10","2.539"
"04:36:20","2.575"
"04:36:30","2.570"
"04:36:40","2.569"
"04:36:50","2.617"
"04:37:00","2.650"
"04:37:10","2.657"
"04:37:20","2.668"
"04:37:30","2.674"
"04:37:40","2.690"
"04:37:50","2.716"
"04:38:00","2.743"
"04:38:10","2.794"
"04:38:20","2.797"
"04:38:30","2.821"
"04:38:40","2.840"
"04:38:50","2.841"
"04:39:00","2.882"
"04:39:10","2.906"
"04:39:20","2.907"
"04:39:30","2.943"
"04:39:40","2.979"
"04:39:50","2.980"
"04:40:00","2.982"
"04:40:10","3.019"
"04:40:20","3.044"
"04:40:30","3.053"
"04:40:40","3.091"
"04:40:50","3.071"
"04:41:00","2.991"
"04:41:10","2.800"
"04:41:20","2.591"
"04:41:30","2.439"
"04:41:40","2.290"
"04:41:50","2.102"
"04:42:00","1.718"
"04:42:10","1.313"
"04:42:20","0.958"
"04:42:30","0.610"
"04:42:40","0.592"
"04:42:50","0.514"
"04:43:00","0.635"
"04:43:10","0.588"
"04:43:20","0.676"
"04:43:30","0.625"
"04:43:40","0.523"
"04:43:50","0.535"
"04:44:00","0.483"
"04:44:10","0.444"
"04:44:20","0.480"
"04:44:30","0.343"
"04:44:40","0.418"
"04:44:50","0.418"
"04:45:00","0.418"
"04:45:10","0.408"
"04:45:20","0.409"
"04:45:30","0.389"
"04:45:40","0.318"
"04:45:50","0.312"
"04:46:00","0.310"
"04:46:10","0.235"
"04:46:20","0.246"
"04:46:30","0.237"
"04:46:40","0.175"
"04:46:50","0.146"
"04:47:00","0.139"
"04:47:10","0.150"
"04:47:20","0.146"
"04:47:30","0.118"
"04:47:40","0.084"
"04:47:50","0.085"
"04:48:00","0.072"
"04:48:10","0.058"
"04:48:20","0.057"
"04:48:30","0.067"
"04:48:40","0.075"
"04:48:50","0.060"
"04:49:00","0.047"
"04:49:10","0.051"
"04:49:20","0.050"
"04:49:30","0.043"
"04:49:40","0.058"
"04:49:50","0.062"
"04:50:00","0.068"
"04:50:10","0.093"
"04:50:20","0.098"
"04:50:30","0.123"
"04:50:40","0.149"
"04:50:50","0.137"
"04:51:00","0.145"
"04:51:10","0.135"
"04:51:20","0.141"
"04:51:30","0.073"
"04:51:40","-0.067"
"04:51:50","-0.280"
"04:52:00","-0.465"
"04:52:10","-0.631"
"04:52:20","-0.850"
"04:52:30","-1.272"
"04:52:40","-1.677"
"04:52:50","-1.985"
"04:53:00","-2.049"
"04:53:10","-2.124"
"04:53:20","-1.971"
"04:53:30","-1.994"
"04:53:40","-1.877"
"04:53:50","-1.935"
"04:54:00","-2.124"
"04:54:10","-2.256"
"04:54:20","-2.202"
"04:54:30","-2.248"
"04:54:40","-2.220"
"04:54:50","-2.225"
"04:55:00","-2.359"
"04:55:10","-2.359"
"04:55:20","-2.259"
"04:55:30","-2.282"
"04:55:40","-2.296"
"04:55:50","-2.299"
"04:56:00","-2.319"
"04:56:10","-2.350"
"04:56:20","-2.338"
"04:56:30","-2.345"
"04:56:40","-2.371"
"04:56:50","-2.351"
"04:57:00","-2.353"
"04:57:10","-2.354"
"04:57:20","-2.356"
"04:57:30","-2.324"
"04:57:40","-2.324"
"04:57:50","-2.326"
"04:58:00","-2.358"
"04:58:10","-2.361"
"04:58:20","-2.355"
"04:58:30","-2.357"
"04:58:40","-2.354"
"04:58:50","-2.342"
"04:59:00","-2.317"
"04:59:10","-2.309"
"04:59:20","-2.332"
"04:59:30","-2.326"
"04:59:40","-2.307"
"04:59:50","-2.302"
"05:00:00","-2.301"
"05:00:10","-2.290"
"05:00:20","-2.293"
"05:00:30","-2.283"
"05:00:40","-2.266"
"05:00:50","-2.263"
"05:01:00","-2.246"
"05:01:10","-2.224"
"05:01:20","-2.224"
"05:01:30","-2.258"
"05:01:40","-2.209"
"05:01:50","-2.202"
"05:02:00","-2.278"
"05:02:10","-2.425"
"05:02:20","-2.613"
"05:02:30","-2.803"
"05:02:40","-2.959"
"05:02:50","-3.150"
"05:03:00","-3.412"
"05:03:10","-3.625"
"05:03:20","-4.145"
"05:03:30","-4.432"
"05:03:40","-4.534"
"05:03:50","-4.549"
"05:04:00","-4.436"
"05:04:10","-4.391"
"05:04:20","-4.445"
"05:04:30","-4.509"
"05:04:40","-4.550"
"05:04:50","-4.488"
"05:05:00","-4.519"
"05:05:10","-4.525"
"05:05:20","-4.622"
"05:05:30","-4.620"
"05:05:40","-4.632"
"05:05:50","-4.599"
"05:06:00","-4.584"
"05:06:10","-4.652"
"05:06:20","-4.665"
"05:06:30","-4.621"
"05:06:40","-4.617"
"05:06:50","-4.621"
"05:07:00","-4.609"
"05:07:10","-4.652"
"05:07:20","-4.664"
"05:07:30","-4.620"
"05:07:40","-4.602"
"05:07:50","-4.591"
"05:08:00","-4.563"
"05:08:10","-4.581"
"05:08:20","-4.591"
"05:08:30","-4.585"
"05:08:40","-4.586"
"05:08:50","-4.567"
"05:09:00","-4.574"
"05:09:10","-4.558"
"05:09:20","-4.550"
"05:09:30","-4.542"
"05:09:40","-4.528"
"05:09:50","-4.517"
"05:10:00","-4.498"
"05:10:10","-4.483"
"05:10:20","-4.470"
"05:10:30","-4.457"
"05:10:40","-4.442"
"05:10:50","-4.432"
"05:11:00","-4.430"
"05:11:10","-4.406"
"05:11:20","-4.394"
"05:11:30","-4.367"
"05:11:40","-4.348"
"05:11:50","-4.331"
"05:12:00","-4.331"
"05:12:10","-4.305"
"05:12:20","-4.302"
"05:12:30","-4.362"
"05:12:40","-4.480"
"05:12:50","-4.666"
"05:13:00","-4.861"
"05:13:10","-5.052"
"05:13:20","-5.233"
"05:13:30","-5.451"
"05:13:40","-5.752"
"05:13:50","-6.005"
"05:14:00","-6.320"
"05:14:10","-6.525"
"05:14:20","-6.516"
"05:14:30","-6.491"
"05:14:40","-6.388"
"05:14:50","-6.430"
"05:15:00","-6.514"
"05:15:10","-6.567"
"05:15:20","-6.518"
"05:15:30","-6.434"
"05:15:40","-6.427"
"05:15:50","-6.453"
"05:16:00","-6.463"
"05:16:10","-6.460"
"05:16:20","-6.434"
"05:16:30","-6.458"
"05:16:40","-6.435"
"05:16:50","-6.418"
"05:17:00","-6.408"
"05:17:10","-6.422"
"05:17:20","-6.459"
"05:17:30","-6.451"
"05:17:40","-6.450"
"05:17:50","-6.411"
"05:18:00","-6.394"
"05:18:10","-6.369"
"05:18:20","-6.367"
"05:18:30","-6.352"
"05:18:40","-6.328"
"05:18:50","-6.319"
"05:19:00","-6.297"
"05:19:10","-6.283"
"05:19:20","-6.263"
"05:19:30","-6.250"
"05:19:40","-6.229"
"05:19:50","-6.204"
"05:20:00","-6.182"
"05:20:10","-6.159"
"05:20:20","-6.132"
"05:20:30","-6.103"
"05:20:40","-6.088"
"05:20:50","-6.082"
"05:21:00","-6.055"
"05:21:10","-6.025"
"05:21:20","-5.998"
"05:21:30","-5.976"
"05:21:40","-5.948"
"05:21:50","-5.927"
"05:22:00","-5.898"
"05:22:10","-5.859"
"05:22:20","-5.842"
"05:22:30","-5.815"
"05:22:40","-5.787"
"05:22:50","-5.782"
"05:23:00","-5.826"
"05:23:10","-5.958"
"05:23:20","-6.131"
"05:23:30","-6.304"
"05:23:40","-6.465"
"05:23:50","-6.655"
"05:24:00","-6.911"
"05:24:10","-7.197"
"05:24:20","-7.446"
"05:24:30","-7.623"
"05:24:40","-7.777"
"05:24:50","-7.804"
"05:25:00","-7.731"
"05:25:10","-7.794"
"05:25:20","-7.817"
"05:25:30","-7.845"
"05:25:40","-7.872"
"05:25:50","-7.782"
"05:26:00","-7.728"
"05:26:10","-7.723"
"05:26:20","-7.695"
"05:26:30","-7.677"
"05:26:40","-7.662"
"05:26:50","-7.665"
"05:27:00","-7.650"
"05:27:10","-7.654"
"05:27:20","-7.630"
"05:27:30","-7.630"
"05:27:40","-7.620"
"05:27:50","-7.591"
"05:28:00","-7.566"
"05:28:10","-7.541"
"05:28:20","-7.514"
"05:28:30","-7.489"
"05:28:40","-7.460"
"05:28:50","-7.438"
"05:29:00","-7.410"
"05:29:10","-7.391"
"05:29:20","-7.373"
"05:29:30","-7.359"
"05:29:40","-7.320"
"05:29:50","-7.297"
"05:30:00","-7.270"
"05:30:10","-7.240"
"05:30:20","-7.230"
"05:30:30","-7.191"
"05:30:40","-7.158"
"05:30:50","-7.129"
"05:31:00","-7.111"
"05:31:10","-7.099"
"05:31:20","-7.070"
"05:31:30","-7.057"
"05:31:40","-7.022"
"05:31:50","-6.991"
"05:32:00","-6.957"
"05:32:10","-6.933"
"05:32:20","-6.904"
"05:32:30","-6.885"
"05:32:40","-6.845"
"05:32:50","-6.812"
"05:33:00","-6.781"
"05:33:10","-6.757"
"05:33:20","-6.726"
"05:33:30","-6.734"
"05:33:40","-6.795"
"05:33:50","-6.941"
"05:34:00","-7.120"
"05:34:10","-7.272"
"05:34:20","-7.445"
"05:34:30","-7.668"
"05:34:40","-7.962"
"05:34:50","-8.246"
"05:35:00","-8.402"
"05:35:10","-8.480"
"05:35:20","-8.562"
"05:35:30","-8.580"
"05:35:40","-8.721"
"05:35:50","-8.615"
"05:36:00","-8.609"
"05:36:10","-8.619"
"05:36:20","-8.597"
"05:36:30","-8.545"
"05:36:40","-8.546"
"05:36:50","-8.385"
"05:37:00","-8.049"
"05:37:10","-7.608"
"05:37:20","-7.172"
"05:37:30","-6.731"
"05:37:40","-6.229"
"05:37:50","-5.733"
"05:38:00","-5.248"
"05:38:10","-4.775"
"05:38:20","-4.319"
"05:38:30","-3.853"
"05:38:40","-3.358"
"05:38:50","-2.887"
"05:39:00","-2.436"
"05:39:10","-1.962"
"05:39:20","-1.540"
"05:39:30","-1.126"
"05:39:40","-0.705"
"05:39:50","-0.357"
"05:40:00","-0.113"
"05:40:10","0.060"
"05:40:20","0.223"
"05:40:30","0.343"
"05:40:40","0.464"
"05:40:50","0.577"
"05:41:00","0.685"
"05:41:10","0.796"
"05:41:20","0.904"
"05:41:30","0.985"
"05:41:40","1.076"
"05:41:50","1.175"
"05:42:00","1.261"
"05:42:10","1.354"
"05:42:20","1.466"
"05:42:30","1.536"
"05:42:40","1.600"
"05:42:50","1.670"
"05:43:00","1.752"
"05:43:10","1.842"
"05:43:20","1.920"
"05:43:30","2.012"
"05:43:40","2.103"
"05:43:50","2.172"
"05:44:00","2.156"
"05:44:10","2.046"
"05:44:20","1.877"
"05:44:30","1.740"
"05:44:40","1.660"
"05:44:50","1.520"
"05:45:00","1.379"
"05:45:10","0.912"
"05:45:20","0.581"
"05:45:30","0.431"
"05:45:40","0.395"
"05:45:50","0.579"
"05:46:00","0.679"
"05:46:10","0.640"
"05:46:20","0.568"
"05:46:30","0.686"
"05:46:40","0.762"
"05:46:50","0.734"
"05:47:00","0.773"
"05:47:10","0.899"
"05:47:20","0.927"
"05:47:30","0.973"
"05:47:40","0.939"
"05:47:50","1.064"
"05:48:00","1.060"
"05:48:10","1.052"
"05:48:20","1.021"
"05:48:30","1.080"
"05:48:40","1.233"
"05:48:50","1.265"
"05:49:00","1.229"
"05:49:10","1.348"
"05:49:20","1.434"
"05:49:30","1.407"
"05:49:40","1.527"
"05:49:50","1.581"
"05:50:00","1.623"
"05:50:10","1.629"
"05:50:20","1.688"
"05:50:30","1.742"
"05:50:40","1.802"
"05:50:50","1.859"
"05:51:00","1.921"
"05:51:10","1.961"
"05:51:20","2.032"
"05:51:30","2.084"
"05:51:40","2.147"
"05:51:50","2.213"
"05:52:00","2.282"
"05:52:10","2.343"
"05:52:20","2.412"
"05:52:30","2.498"
"05:52:40","2.556"
"05:52:50","2.597"
"05:53:00","2.664"
"05:53:10","2.741"
"05:53:20","2.817"
"05:53:30","2.857"
"05:53:40","2.940"
"05:53:50","3.025"
"05:54:00","3.085"
"05:54:10","3.124"
"05:54:20","3.057"
"05:54:30","2.890"
"05:54:40","2.733"
"05:54:50","2.623"
"05:55:00","2.508"
"05:55:10","2.196"
"05:55:20","1.772"
"05:55:30","1.508"
"05:55:40","1.378"
"05:55:50","1.302"
"05:56:00","1.303"
"05:56:10","1.346"
"05:56:20","1.281"
"05:56:30","1.401"
"05:56:40","1.359"
"05:56:50","1.481"
"05:57:00","1.433"
"05:57:10","1.626"
"05:57:20","1.733"
"05:57:30","1.640"
"05:57:40","1.721"
"05:57:50","1.856"
"05:58:00","1.899"
"05:58:10","1.880"
"05:58:20","1.878"
"05:58:30","1.949"
"05:58:40","2.077"
"05:58:50","2.046"
"05:59:00","2.092"
"05:59:10","2.149"
"05:59:20","2.164"
"05:59:30","2.255"
"05:59:40","2.313"
"05:59:50","2.451"
"06:00:00","2.500"
"06:00:10","2.562"
"06:00:20","2.655"
"06:00:30","2.748"
"06:00:40","2.805"
"06:00:50","2.868"
"06:01:00","2.934"
"06:01:10","3.013"
"06:01:20","3.080"
"06:01:30","3.155"
"06:01:40","3.228"
"06:01:50","3.296"
"06:02:00","3.371"
"06:02:10","3.451"
"06:02:20","3.514"
"06:02:30","3.596"
"06:02:40","3.670"
"06:02:50","3.753"
"06:03:00","3.814"
"06:03:10","3.907"
"06:03:20","3.981"
"06:03:30","4.048"
"06:03:40","4.121"
"06:03:50","4.193"
"06:04:00","4.316"
"06:04:10","4.385"
"06:04:20","4.433"
"06:04:30","4.443"
"06:04:40","4.347"
"06:04:50","4.214"
"06:05:00","4.059"
"06:05:10","3.913"
"06:05:20","3.807"
"06:05:30","3.649"
"06:05:40","3.282"
"06:05:50","3.012"
"06:06:00","2.748"
"06:06:10","2.623"
"06:06:20","2.619"
"06:06:30","2.731"
"06:06:40","2.750"
"06:06:50","2.839"
"06:07:00","2.931"
"06:07:10","2.973"
"06:07:20","3.091"
"06:07:30","3.137"
"06:07:40","3.160"
"06:07:50","3.191"
"06:08:00","3.083"
"06:08:10","3.215"
"06:08:20","3.323"
"06:08:30","3.321"
"06:08:40","3.314"
"06:08:50","3.424"
"06:09:00","3.359"
"06:09:10","3.493"
"06:09:20","3.556"
"06:09:30","3.496"
"06:09:40","3.579"
"06:09:50","3.672"
"06:10:00","3.716"
"06:10:10","3.752"
"06:10:20","3.832"
"06:10:30","3.901"
"06:10:40","3.964"
"06:10:50","4.039"
"06:11:00","4.101"
"06:11:10","4.160"
